NaN,NaN,NaN,NaN,NaN,281181.1003,5
21028,4735,0,0,281182098,281182.5908,0
21028,4735,0,0,281182105,281182.5933,0
21067,4771,0,0,281182110,281182.5973,0
21010,4735,0,0,281182113,281182.5986,0
20994,4735,0,0,281182120,281182.6049,0
21029,4778,0,0,281182125,281182.6126,0
20972,4742,0,0,281182128,281182.6143,0
20944,4747,0,0,281182135,281182.6211,0
20911,4751,0,0,281182143,281182.6291,0
20873,4757,0,0,281182150,281182.6369,0
20832,4763,0,0,281182158,281182.6409,0
20793,4774,0,0,281182165,281182.6492,0
20756,4781,0,0,281182173,281182.6572,0
20722,4791,0,0,281182180,281182.6648,0
20747,4831,0,0,281182185,281182.6733,0
20690,4796,0,0,281182188,281182.6742,0
20662,4807,0,0,281182195,281182.6804,0
20637,4819,0,0,281182203,281182.6894,0
20615,4832,0,0,281182211,281182.6973,0
20594,4845,0,0,281182218,281182.7009,0
20576,4857,0,0,281182226,281182.7084,0
20560,4871,0,0,281182233,281182.7164,0
20545,4882,0,0,281182241,281182.7245,0
20532,4897,0,0,281182248,281182.7334,0
20520,4912,0,0,281182256,281182.741,0
20509,4925,0,0,281182263,281182.7489,0
20500,4936,0,0,281182271,281182.7564,0
20549,4985,0,0,281182275,281182.7614,0
20491,4951,0,0,281182278,281182.7628,0
20484,4964,0,0,281182286,281182.7689,0
20476,4978,0,0,281182293,281182.7767,0
20469,4991,0,0,281182301,281182.7845,0
20464,5008,0,0,281182308,281182.7925,0
20459,5017,0,0,281182316,281182.8006,0
20456,5028,0,0,281182323,281182.8087,0
20456,5028,0,0,281182331,281182.817,0
20456,5040,0,0,281182338,281182.821,0
20456,5040,0,0,281182346,281182.8291,0
20456,5052,0,0,281182353,281182.8363,0
20456,5052,0,0,281182361,281182.8446,0
20514,5086,0,0,281182365,281182.8525,0
20456,5052,0,0,281182368,281182.8534,0
20465,5058,0,0,281182376,281182.8604,0
20465,5058,0,0,281182383,281182.8687,0
20465,5058,0,0,281182391,281182.8768,0
20465,5058,0,0,281182398,281182.8806,0
20465,5058,0,0,281182406,281182.8892,0
20475,5058,0,0,281182413,281182.8965,0
20475,5058,0,0,281182421,281182.9049,0
20475,5058,0,0,281182428,281182.9129,0
20475,5058,0,0,281182436,281182.9209,0
20475,5058,0,0,281182443,281182.9289,0
20475,5058,0,0,281182451,281182.9371,0
20475,5058,0,0,281182459,281182.9447,0
20533,5092,0,0,281182463,281182.9485,0
20475,5058,0,0,281182466,281182.9498,0
20484,5052,0,0,281182474,281182.9571,0
20542,5086,0,0,281182478,281182.9653,0
20484,5052,0,0,281182481,281182.9666,0
20487,5043,0,0,281182489,281182.9729,0
20545,5077,0,0,281182493,281182.9805,0
20487,5043,0,0,281182496,281182.9815,0
20487,5030,0,0,281182504,281182.9885,0
20487,5030,0,0,281182511,281182.9967,0
20545,5055,0,0,281182516,281183.0051,0
20487,5021,0,0,281182519,281183.0064,0
20487,5021,0,0,281182526,281183.009,0
20487,5021,0,0,281182534,281183.0166,0
20481,5010,0,0,281182541,281183.0252,0
20481,5010,0,0,281182549,281183.0332,0
20481,5010,0,0,281182556,281183.0408,0
20539,5044,0,0,281182561,281183.0485,0
20481,5010,0,0,281182564,281183.0495,0
20539,5044,0,0,281182568,281183.0565,0
20481,5010,0,0,281182571,281183.0574,0
20481,5010,0,0,281182579,281183.065,0
20491,5020,0,0,281182586,281183.0688,0
20491,5020,0,0,281182594,281183.0772,0
20491,5020,0,0,281182601,281183.0845,0
20491,5020,0,0,281182609,281183.0927,0
20491,5020,0,0,281182616,281183.1011,0
20491,5020,0,0,281182624,281183.1093,0
20498,5011,0,0,281182631,281183.1163,0
20498,5011,0,0,281182639,281183.1243,0
20495,5001,0,0,281182646,281183.1285,0
20553,5035,0,0,281182651,281183.1365,0
20495,5001,0,0,281182654,281183.1374,0
20489,4991,0,0,281182661,281183.1445,0
20489,4991,0,0,281182669,281183.1525,0
20489,4991,0,0,281182676,281183.1607,0
20478,4985,0,0,281182684,281183.1694,0
20478,4985,0,0,281182692,281183.1772,0
20472,4995,0,0,281182699,281183.1849,0
20472,4995,0,0,281182707,281183.1889,0
20465,5008,0,0,281182714,281183.197,0
20465,5008,0,0,281182722,281183.2049,0
20459,5024,0,0,281182729,281183.2128,0
20517,5058,0,0,281182734,281183.2206,0
20459,5024,0,0,281182737,281183.2217,0
20452,5042,0,0,281182744,281183.2289,0
20452,5042,0,0,281182752,281183.2366,0
20445,5058,0,0,281182759,281183.2451,0
20441,5068,0,0,281182767,281183.2491,0
20494,5111,0,0,281182771,281183.2571,0
20436,5077,0,0,281182774,281183.2581,0
20432,5086,0,0,281182782,281183.2656,0
20432,5086,0,0,281182789,281183.2726,0
20422,5102,0,0,281182797,281183.2809,0
20422,5102,0,0,281182804,281183.2889,0
20469,5148,0,0,281182809,281183.2974,0
20410,5114,0,0,281182812,281183.2986,0
20469,5148,0,0,281182816,281183.3045,0
20410,5114,0,0,281182819,281183.3057,0
20399,5122,0,0,281182827,281183.3126,0
20399,5122,0,0,281182834,281183.3165,0
20399,5122,0,0,281182842,281183.3246,0
20392,5134,0,0,281182849,281183.3333,0
20392,5134,0,0,281182857,281183.3406,0
20402,5144,0,0,281182864,281183.3493,0
20474,5185,0,0,281182869,281183.3569,0
20415,5151,0,0,281182872,281183.3581,0
20432,5163,0,0,281182879,281183.3653,0
20458,5172,0,0,281182887,281183.3731,0
20478,5187,0,0,281182894,281183.3771,0
20497,5201,0,0,281182902,281183.3848,0
20511,5216,0,0,281182909,281183.3927,0
