NaN,NaN,NaN,NaN,NaN,281155.3195,5
20553,4784,0,0,281157031,281157.5274,0
20496,4750,0,0,281157034,281157.5284,0
20496,4750,0,0,281157041,281157.5293,0
20543,4802,0,0,281157046,281157.5334,0
20486,4768,0,0,281157049,281157.5345,0
20475,4785,0,0,281157056,281157.5414,0
20462,4805,0,0,281157064,281157.5454,0
20503,4866,0,0,281157069,281157.5528,0
20445,4832,0,0,281157072,281157.5542,0
20484,4897,0,0,281157076,281157.5607,0
20426,4863,0,0,281157079,281157.562,0
20402,4899,0,0,281157087,281157.5696,0
20377,4937,0,0,281157094,281157.5769,0
20353,4975,0,0,281157102,281157.5854,0
20332,5007,0,0,281157109,281157.5928,0
20314,5038,0,0,281157117,281157.6011,0
20299,5064,0,0,281157124,281157.6051,0
20288,5087,0,0,281157132,281157.6131,0
20281,5103,0,0,281157139,281157.6215,0
20277,5114,0,0,281157147,281157.6289,0
20277,5123,0,0,281157154,281157.6367,0
20277,5123,0,0,281157162,281157.6456,0
20277,5123,0,0,281157169,281157.6529,0
20277,5123,0,0,281157177,281157.6614,0
20290,5135,0,0,281157184,281157.6658,0
20290,5135,0,0,281157192,281157.6733,0
20300,5135,0,0,281157199,281157.6813,0
20300,5135,0,0,281157207,281157.6892,0
20312,5141,0,0,281157214,281157.6975,0
20312,5141,0,0,281157222,281157.705,0
20387,5174,0,0,281157226,281157.7127,0
20328,5141,0,0,281157229,281157.7136,0
20337,5141,0,0,281157237,281157.7208,0
20337,5141,0,0,281157244,281157.7247,0
20413,5161,0,0,281157249,281157.7333,0
20354,5127,0,0,281157252,281157.7343,0
20354,5127,0,0,281157259,281157.7413,0
20354,5113,0,0,281157267,281157.7492,0
20354,5113,0,0,281157274,281157.7571,0
20396,5135,0,0,281157279,281157.7653,0
20338,5101,0,0,281157282,281157.7663,0
20321,5098,0,0,281157289,281157.7734,0
20304,5092,0,575,281157290,281157.7816,0
20362,5125,0,582,281157294,281157.7826,0
20283,5092,0,746,281157298,281157.7849,0
20341,5125,0,748,281157302,281157.7861,0
20260,5092,0,914,281157305,281157.793,0
20318,5125,0,914,281157309,281157.7943,0
20244,5092,0,942,281157313,281157.8012,0
20303,5125,0,942,281157317,281157.8022,0
20221,5101,0,958,281157320,281157.8092,0
20280,5134,0,958,281157324,281157.8102,0
20204,5104,0,976,281157328,281157.8172,0
20263,5137,0,976,281157332,281157.8183,0
20180,5113,0,996,281157335,281157.8248,0
20239,5146,0,996,281157339,281157.8261,0
20158,5118,0,1015,281157343,281157.8334,0
20217,5151,0,1015,281157347,281157.8347,0
20185,5164,0,1023,281157354,281157.8412,0
20088,5141,0,1023,281157358,281157.8492,0
20147,5174,0,1023,281157362,281157.8502,0
20033,5154,0,1023,281157366,281157.8532,0
20092,5186,0,1023,281157369,281157.8546,0
19969,5166,0,1023,281157373,281157.8611,0
20028,5198,0,1023,281157377,281157.8624,0
19888,5180,0,1023,281157381,281157.8691,0
19947,5212,0,1023,281157384,281157.8701,0
19793,5193,0,1023,281157388,281157.8771,0
19852,5225,0,1023,281157392,281157.878,0
19677,5207,0,1023,281157396,281157.8852,0
19736,5238,0,1023,281157399,281157.8866,0
19605,5250,0,1023,281157407,281157.8928,0
19453,5262,0,1023,281157414,281157.9005,0
19228,5242,0,1023,281157418,281157.9095,0
19287,5272,0,1023,281157422,281157.9108,0
19049,5255,0,1023,281157426,281157.9134,0
19108,5284,0,1023,281157429,281157.9148,0
18852,5263,0,1023,281157433,281157.9205,0
18911,5291,0,1023,281157437,281157.9216,0
18640,5273,0,1023,281157441,281157.9288,0
18699,5301,0,1023,281157444,281157.9302,0
18413,5281,0,1023,281157448,281157.9375,0
18472,5308,0,1023,281157452,281157.9385,0
18178,5290,0,1023,281157456,281157.9445,0
18237,5316,0,1023,281157459,281157.9455,0
17987,5322,0,1023,281157467,281157.9529,0
17671,5304,0,1023,281157471,281157.9614,0
17730,5328,0,1023,281157475,281157.9627,0
17405,5310,0,1023,281157478,281157.969,0
17464,5334,0,1023,281157482,281157.9703,0
17128,5315,0,1023,281157486,281157.9726,0
17187,5338,0,1023,281157490,281157.9736,0
16851,5322,0,1023,281157493,281157.9815,0
16910,5344,0,1023,281157497,281157.9825,0
16565,5329,0,1023,281157501,281157.9896,0
16624,5350,0,1023,281157505,281157.9908,0
16279,5336,0,1023,281157508,281157.9967,0
16337,5356,0,1023,281157512,281157.9977,0
15989,5346,0,1023,281157516,281158.0048,0
16047,5365,0,1023,281157520,281158.0058,0
15698,5360,0,1023,281157523,281158.0127,0
